Layer,Attack_type,percentage_of_weights_flipped,number_of_weights_flipped,Model_loss,Layer_type,loss_fn
backbone.layers.10.mixer.in_proj.weight,Hybrid,0.1,16777,2.8616270311176777,mixer.in_proj.weight,0.0001705684586706609
backbone.layers.10.mixer.in_proj.weight,Hybrid,1.0,167772,2.861713414390882,mixer.in_proj.weight,1.7057157418346817e-05
backbone.layers.10.mixer.in_proj.weight,Hybrid,5.0,838860,2.9309812585512796,mixer.in_proj.weight,3.494005267328612e-06
backbone.layers.10.mixer.in_proj.weight,Hybrid,10.0,1677721,2.986370916167895,mixer.in_proj.weight,1.780016412840928e-06
backbone.layers.10.mixer.in_proj.weight,Hybrid,50.0,8388608,2.9061507085959115,mixer.in_proj.weight,3.464401612992181e-07
backbone.layers.10.mixer.x_proj.weight,Magnitude,0.001,6,2.853595156222582,mixer.x_proj.weight,0.47559919270376366
backbone.layers.10.mixer.x_proj.weight,Magnitude,0.01,65,2.851134818047285,mixer.x_proj.weight,0.04386361258534285
backbone.layers.10.mixer.x_proj.weight,Magnitude,0.1,655,2.8488169461488724,mixer.x_proj.weight,0.0043493388490822476
backbone.layers.10.mixer.x_proj.weight,Magnitude,1.0,6553,2.8584001883864403,mixer.x_proj.weight,0.0004361971903534931
backbone.layers.10.mixer.x_proj.weight,Magnitude,5.0,32768,2.862833373248577,mixer.x_proj.weight,8.736674112697074e-05
backbone.layers.10.mixer.x_proj.weight,Magnitude,10.0,65536,2.861039991180102,mixer.x_proj.weight,4.3656005724794035e-05
backbone.layers.10.mixer.x_proj.weight,Magnitude,50.0,327680,3.0528725758194923,mixer.x_proj.weight,9.316627733824135e-06
backbone.layers.10.mixer.x_proj.weight,Gradient,0.001,6,2.8571062572300434,mixer.x_proj.weight,0.47618437620500725
backbone.layers.10.mixer.x_proj.weight,Gradient,0.01,65,2.8566693676014743,mixer.x_proj.weight,0.043948759501561144
backbone.layers.10.mixer.x_proj.weight,Gradient,0.1,655,2.8536685705184937,mixer.x_proj.weight,0.00435674590918854
backbone.layers.10.mixer.x_proj.weight,Gradient,1.0,6553,2.8648219828804335,mixer.x_proj.weight,0.0004371771681490056
backbone.layers.10.mixer.x_proj.weight,Gradient,5.0,32768,2.856024098893007,mixer.x_proj.weight,8.715893856485006e-05
backbone.layers.10.mixer.x_proj.weight,Gradient,10.0,65536,2.8521952045460544,mixer.x_proj.weight,4.3521044991242284e-05
backbone.layers.10.mixer.x_proj.weight,Gradient,50.0,327680,2.912478550026814,mixer.x_proj.weight,8.888179168783002e-06
backbone.layers.10.mixer.x_proj.weight,Hybrid,0.001,6,2.8528830371797085,mixer.x_proj.weight,0.4754805061966181
backbone.layers.10.mixer.x_proj.weight,Hybrid,0.01,65,2.851134717464447,mixer.x_proj.weight,0.04386361103791457
backbone.layers.10.mixer.x_proj.weight,Hybrid,0.1,655,2.849480178207159,mixer.x_proj.weight,0.004350351417110166
backbone.layers.10.mixer.x_proj.weight,Hybrid,1.0,6553,2.8581674632926783,mixer.x_proj.weight,0.0004361616760709108
backbone.layers.10.mixer.x_proj.weight,Hybrid,5.0,32768,2.862740666915973,mixer.x_proj.weight,8.736391195422281e-05
backbone.layers.10.mixer.x_proj.weight,Hybrid,10.0,65536,2.8606948840121427,mixer.x_proj.weight,4.365073980731419e-05
backbone.layers.10.mixer.x_proj.weight,Hybrid,50.0,327680,3.0583231511215367,mixer.x_proj.weight,9.333261569584769e-06
backbone.layers.10.mixer.dt_proj.weight,Magnitude,0.001,5,2.857395239174366,mixer.dt_proj.weight,0.5714790478348732
backbone.layers.10.mixer.dt_proj.weight,Magnitude,0.01,52,2.856946333001057,mixer.dt_proj.weight,0.05494127563463572
backbone.layers.10.mixer.dt_proj.weight,Magnitude,0.1,524,2.857050937910875,mixer.dt_proj.weight,0.0054523872860894555
backbone.layers.10.mixer.dt_proj.weight,Magnitude,1.0,5242,2.8643317023913064,mixer.dt_proj.weight,0.0005464196303684294
backbone.layers.10.mixer.dt_proj.weight,Magnitude,5.0,26214,2.9530510368446508,mixer.dt_proj.weight,0.0001126516760831865
backbone.layers.10.mixer.dt_proj.weight,Magnitude,10.0,52428,2.9824901508788266,mixer.dt_proj.weight,5.6887353148676784e-05
backbone.layers.10.mixer.dt_proj.weight,Magnitude,50.0,262144,3.2433594539761543,mixer.dt_proj.weight,1.2372434440521829e-05
backbone.layers.10.mixer.dt_proj.weight,Gradient,0.001,5,2.8568125317494073,mixer.dt_proj.weight,0.5713625063498815
backbone.layers.10.mixer.dt_proj.weight,Gradient,0.01,52,2.857001600166162,mixer.dt_proj.weight,0.054942338464733884
backbone.layers.10.mixer.dt_proj.weight,Gradient,0.1,524,2.8564310843745866,mixer.dt_proj.weight,0.005451204359493486
backbone.layers.10.mixer.dt_proj.weight,Gradient,1.0,5242,2.8649180345237255,mixer.dt_proj.weight,0.0005465314831216569
backbone.layers.10.mixer.dt_proj.weight,Gradient,5.0,26214,2.8669856588045755,mixer.dt_proj.weight,0.00010936849236303408
backbone.layers.10.mixer.dt_proj.weight,Gradient,10.0,52428,2.869217786937952,mixer.dt_proj.weight,5.472682129659632e-05
backbone.layers.10.mixer.dt_proj.weight,Gradient,50.0,262144,2.895632157723109,mixer.dt_proj.weight,1.1045960074322162e-05
backbone.layers.10.mixer.dt_proj.weight,Hybrid,0.001,5,2.8572847234706082,mixer.dt_proj.weight,0.5714569446941217
backbone.layers.10.mixer.dt_proj.weight,Hybrid,0.01,52,2.857437204569578,mixer.dt_proj.weight,0.05495071547249189
backbone.layers.10.mixer.dt_proj.weight,Hybrid,0.1,524,2.8567520839472613,mixer.dt_proj.weight,0.005451816954097827
backbone.layers.10.mixer.dt_proj.weight,Hybrid,1.0,5242,2.862693035354217,mixer.dt_proj.weight,0.0005461070269657033
backbone.layers.10.mixer.dt_proj.weight,Hybrid,5.0,26214,2.9504771791398525,mixer.dt_proj.weight,0.00011255348970549525
backbone.layers.10.mixer.dt_proj.weight,Hybrid,10.0,52428,2.9805700555443764,mixer.dt_proj.weight,5.6850729677736635e-05
backbone.layers.10.mixer.dt_proj.weight,Hybrid,50.0,262144,3.2444908432662487,mixer.dt_proj.weight,1.237675034815311e-05
backbone.layers.10.mixer.dt_proj.bias,Magnitude,0.1,4,5.821701670686404,mixer.dt_proj.bias,1.455425417671601
backbone.layers.10.mixer.dt_proj.bias,Magnitude,1.0,40,11.112532446781794,mixer.dt_proj.bias,0.27781331116954483
backbone.layers.10.mixer.dt_proj.bias,Magnitude,5.0,204,12.962280695637068,mixer.dt_proj.bias,0.06354059164527974
backbone.layers.10.mixer.dt_proj.bias,Magnitude,10.0,409,12.805082768201828,mixer.dt_proj.bias,0.03130827082689933
backbone.layers.10.mixer.dt_proj.bias,Magnitude,50.0,2048,12.346763610839844,mixer.dt_proj.bias,0.0060286931693553925
backbone.layers.10.mixer.dt_proj.bias,Gradient,0.1,4,3.498035361369451,mixer.dt_proj.bias,0.8745088403423628
backbone.layers.10.mixer.dt_proj.bias,Gradient,1.0,40,7.607968772451083,mixer.dt_proj.bias,0.1901992193112771
backbone.layers.10.mixer.dt_proj.bias,Gradient,5.0,204,8.527803743879,mixer.dt_proj.bias,0.04180295952881863
backbone.layers.10.mixer.dt_proj.bias,Gradient,10.0,409,8.315649345517159,mixer.dt_proj.bias,0.020331660991484497
backbone.layers.10.mixer.dt_proj.bias,Gradient,50.0,2048,9.50244397421678,mixer.dt_proj.bias,0.004639865221785537
backbone.layers.10.mixer.dt_proj.bias,Hybrid,0.1,4,6.425487200419108,mixer.dt_proj.bias,1.606371800104777
backbone.layers.10.mixer.dt_proj.bias,Hybrid,1.0,40,9.687888498107592,mixer.dt_proj.bias,0.2421972124526898
backbone.layers.10.mixer.dt_proj.bias,Hybrid,5.0,204,12.39704285065333,mixer.dt_proj.bias,0.06076981789535946
backbone.layers.10.mixer.dt_proj.bias,Hybrid,10.0,409,12.26377904911836,mixer.dt_proj.bias,0.029984789851145135
backbone.layers.10.mixer.dt_proj.bias,Hybrid,50.0,2048,12.416375383734703,mixer.dt_proj.bias,0.0060626832928392105
backbone.layers.10.mixer.out_proj.weight,Magnitude,0.001,83,2.8570205569267273,mixer.out_proj.weight,0.03442193442080394
backbone.layers.10.mixer.out_proj.weight,Magnitude,0.01,838,2.857226639986038,mixer.out_proj.weight,0.003409578329338948
backbone.layers.10.mixer.out_proj.weight,Magnitude,0.1,8388,2.859996046870947,mixer.out_proj.weight,0.0003409628095935797
backbone.layers.10.mixer.out_proj.weight,Magnitude,1.0,83886,2.869587647418181,mixer.out_proj.weight,3.4208183098707544e-05
backbone.layers.10.mixer.out_proj.weight,Magnitude,5.0,419430,2.8752529745300612,mixer.out_proj.weight,6.855143825024584e-06
backbone.layers.10.mixer.out_proj.weight,Magnitude,10.0,838860,2.8725642611583075,mixer.out_proj.weight,3.4243667133470515e-06
backbone.layers.10.mixer.out_proj.weight,Magnitude,50.0,4194304,3.0598064909378686,mixer.out_proj.weight,7.295147158951446e-07
backbone.layers.10.mixer.out_proj.weight,Gradient,0.001,83,2.8569716724256673,mixer.out_proj.weight,0.034421345450911654
backbone.layers.10.mixer.out_proj.weight,Gradient,0.01,838,2.8566829400757947,mixer.out_proj.weight,0.003408929522763478
backbone.layers.10.mixer.out_proj.weight,Gradient,0.1,8388,2.8579993906120458,mixer.out_proj.weight,0.00034072477236671983
backbone.layers.10.mixer.out_proj.weight,Gradient,1.0,83886,2.888822148243586,mixer.out_proj.weight,3.4437476435204754e-05
backbone.layers.10.mixer.out_proj.weight,Gradient,5.0,419430,2.9100474740068116,mixer.out_proj.weight,6.938100455396161e-06
backbone.layers.10.mixer.out_proj.weight,Gradient,10.0,838860,2.953365055223306,mixer.out_proj.weight,3.5206888577632814e-06
backbone.layers.10.mixer.out_proj.weight,Gradient,50.0,4194304,3.01660701011618,mixer.out_proj.weight,7.192151570597124e-07
backbone.layers.10.mixer.out_proj.weight,Hybrid,0.001,83,2.855713418374459,mixer.out_proj.weight,0.034406185763547696
backbone.layers.10.mixer.out_proj.weight,Hybrid,0.01,838,2.8585118961830935,mixer.out_proj.weight,0.0034111120479511856
backbone.layers.10.mixer.out_proj.weight,Hybrid,0.1,8388,2.8635379585127034,mixer.out_proj.weight,0.0003413850689690872
backbone.layers.10.mixer.out_proj.weight,Hybrid,1.0,83886,2.8709516090651355,mixer.out_proj.weight,3.42244428041048e-05
backbone.layers.10.mixer.out_proj.weight,Hybrid,5.0,419430,2.8837828685839972,mixer.out_proj.weight,6.875480696621599e-06
backbone.layers.10.mixer.out_proj.weight,Hybrid,10.0,838860,2.892745124797026,mixer.out_proj.weight,3.4484242004589872e-06
backbone.layers.10.mixer.out_proj.weight,Hybrid,50.0,4194304,3.08481552824378,mixer.out_proj.weight,7.35477335034318e-07
backbone.layers.11.norm.weight,Magnitude,0.1,2,2.854684453457594,norm.weight,1.427342226728797
backbone.layers.11.norm.weight,Magnitude,1.0,20,2.8579581839342914,norm.weight,0.14289790919671458
backbone.layers.11.norm.weight,Magnitude,5.0,102,2.8690037168562412,norm.weight,0.028127487420159226
backbone.layers.11.norm.weight,Magnitude,10.0,204,2.876540943980217,norm.weight,0.014100690901863808
backbone.layers.11.norm.weight,Magnitude,50.0,1024,2.9192347886661687,norm.weight,0.0028508152233068054
backbone.layers.11.norm.weight,Gradient,0.1,2,2.8754896707832813,norm.weight,1.4377448353916407
backbone.layers.11.norm.weight,Gradient,1.0,20,2.884821558992068,norm.weight,0.1442410779496034
backbone.layers.11.norm.weight,Gradient,5.0,102,2.894033965965112,norm.weight,0.028372882019265806
backbone.layers.11.norm.weight,Gradient,10.0,204,2.9005208735664687,norm.weight,0.014218239576306219
backbone.layers.11.norm.weight,Gradient,50.0,1024,2.983546725163857,norm.weight,0.002913619848792829
backbone.layers.11.norm.weight,Hybrid,0.1,2,2.875419537226359,norm.weight,1.4377097686131795
backbone.layers.11.norm.weight,Hybrid,1.0,20,2.8749634250998497,norm.weight,0.14374817125499248
backbone.layers.11.norm.weight,Hybrid,5.0,102,2.8850842689474425,norm.weight,0.028285139891641595
backbone.layers.11.norm.weight,Hybrid,10.0,204,2.88722929234306,norm.weight,0.014153084766387549
backbone.layers.11.norm.weight,Hybrid,50.0,1024,2.9462890662252903,norm.weight,0.002877235416235635
backbone.layers.11.mixer.A_log,Magnitude,0.01,6,2.875479911764463,mixer.A_log,0.47924665196074384
backbone.layers.11.mixer.A_log,Magnitude,0.1,65,2.8840846195816994,mixer.A_log,0.04437053260894922
backbone.layers.11.mixer.A_log,Magnitude,1.0,655,4.979189085463683,mixer.A_log,0.007601815397654478
backbone.layers.11.mixer.A_log,Magnitude,5.0,3276,5.649586667617162,mixer.A_log,0.0017245380548281935
backbone.layers.11.mixer.A_log,Magnitude,10.0,6553,5.446931491295497,mixer.A_log,0.0008312118863567063
backbone.layers.11.mixer.A_log,Magnitude,50.0,32768,5.076434085766475,mixer.A_log,0.00015492047380879134
backbone.layers.11.mixer.A_log,Gradient,0.01,6,2.8572798942526183,mixer.A_log,0.47621331570876974
backbone.layers.11.mixer.A_log,Gradient,0.1,65,3.049283323188623,mixer.A_log,0.046912051125978814
backbone.layers.11.mixer.A_log,Gradient,1.0,655,3.515124304840962,mixer.A_log,0.005366601992123606
backbone.layers.11.mixer.A_log,Gradient,5.0,3276,3.9601101391017437,mixer.A_log,0.001208824828785636
backbone.layers.11.mixer.A_log,Gradient,10.0,6553,4.13832971205314,mixer.A_log,0.0006315168185644956
backbone.layers.11.mixer.A_log,Gradient,50.0,32768,4.868755941589673,mixer.A_log,0.00014858263981902078
backbone.layers.11.mixer.A_log,Hybrid,0.01,6,2.8743978006144366,mixer.A_log,0.4790663001024061
backbone.layers.11.mixer.A_log,Hybrid,0.1,65,2.8927641039093337,mixer.A_log,0.044504063137066674
backbone.layers.11.mixer.A_log,Hybrid,1.0,655,4.299385825792949,mixer.A_log,0.00656394782563809
backbone.layers.11.mixer.A_log,Hybrid,5.0,3276,4.743283174932003,mixer.A_log,0.001447888637036631
backbone.layers.11.mixer.A_log,Hybrid,10.0,6553,4.8213454733292265,mixer.A_log,0.0007357462953348431
backbone.layers.11.mixer.A_log,Hybrid,50.0,32768,5.112243078649044,mixer.A_log,0.00015601327754666272
backbone.layers.11.mixer.D,Magnitude,0.1,4,2.8580968119204044,mixer.D,0.7145242029801011
backbone.layers.11.mixer.D,Magnitude,1.0,40,2.86066547781229,mixer.D,0.07151663694530726
backbone.layers.11.mixer.D,Magnitude,5.0,204,2.864571411162615,mixer.D,0.014042016721385367
backbone.layers.11.mixer.D,Magnitude,10.0,409,2.8707094552616277,mixer.D,0.007018849523867061
backbone.layers.11.mixer.D,Magnitude,50.0,2048,2.884781298538049,mixer.D,0.0014085846184267818
backbone.layers.11.mixer.D,Gradient,0.1,4,2.864735512683789,mixer.D,0.7161838781709472
backbone.layers.11.mixer.D,Gradient,1.0,40,2.876007297386726,mixer.D,0.07190018243466814
backbone.layers.11.mixer.D,Gradient,5.0,204,2.8800077562530837,mixer.D,0.014117685079671979
backbone.layers.11.mixer.D,Gradient,10.0,409,2.88585257033507,mixer.D,0.007055874255097971
backbone.layers.11.mixer.D,Gradient,50.0,2048,2.8854671393831572,mixer.D,0.0014089195016519322
backbone.layers.11.mixer.D,Hybrid,0.1,4,2.8645724579691887,mixer.D,0.7161431144922972
backbone.layers.11.mixer.D,Hybrid,1.0,40,2.86668802673618,mixer.D,0.0716672006684045
backbone.layers.11.mixer.D,Hybrid,5.0,204,2.873258277773857,mixer.D,0.01408459940085224
backbone.layers.11.mixer.D,Hybrid,10.0,409,2.8771495458980403,mixer.D,0.007034595466743375
backbone.layers.11.mixer.D,Hybrid,50.0,2048,2.8855364359915257,mixer.D,0.0014089533378864871
backbone.layers.11.mixer.conv1d.weight,Magnitude,0.01,1,2.858528563131889,mixer.conv1d.weight,2.858528563131889
backbone.layers.11.mixer.conv1d.weight,Magnitude,0.1,16,2.848094558964173,mixer.conv1d.weight,0.1780059099352608
backbone.layers.11.mixer.conv1d.weight,Magnitude,1.0,163,2.8756490598122277,mixer.conv1d.weight,0.01764201877185416
backbone.layers.11.mixer.conv1d.weight,Magnitude,5.0,819,2.898692016800245,mixer.conv1d.weight,0.0035393064918195906
backbone.layers.11.mixer.conv1d.weight,Magnitude,10.0,1638,2.893469670166572,mixer.conv1d.weight,0.0017664650001016924
backbone.layers.11.mixer.conv1d.weight,Magnitude,50.0,8192,2.927324359615644,mixer.conv1d.weight,0.00035733939936714404
backbone.layers.11.mixer.conv1d.weight,Gradient,0.01,1,2.8572082531948886,mixer.conv1d.weight,2.8572082531948886
backbone.layers.11.mixer.conv1d.weight,Gradient,0.1,16,2.870930581043164,mixer.conv1d.weight,0.17943316131519774
backbone.layers.11.mixer.conv1d.weight,Gradient,1.0,163,2.8769450820982456,mixer.conv1d.weight,0.01764996982882359
backbone.layers.11.mixer.conv1d.weight,Gradient,5.0,819,2.8866462521255016,mixer.conv1d.weight,0.003524598598443836
backbone.layers.11.mixer.conv1d.weight,Gradient,10.0,1638,2.8940165862441063,mixer.conv1d.weight,0.0017667988927009197
backbone.layers.11.mixer.conv1d.weight,Gradient,50.0,8192,2.9077238564689956,mixer.conv1d.weight,0.00035494675982287543
backbone.layers.11.mixer.conv1d.weight,Hybrid,0.01,1,2.856721726556619,mixer.conv1d.weight,2.856721726556619
backbone.layers.11.mixer.conv1d.weight,Hybrid,0.1,16,2.847141700486342,mixer.conv1d.weight,0.17794635628039637
backbone.layers.11.mixer.conv1d.weight,Hybrid,1.0,163,2.881494279950857,mixer.conv1d.weight,0.01767787901810342
backbone.layers.11.mixer.conv1d.weight,Hybrid,5.0,819,2.9039066756765046,mixer.conv1d.weight,0.0035456735966746086
backbone.layers.11.mixer.conv1d.weight,Hybrid,10.0,1638,2.9011928737163544,mixer.conv1d.weight,0.001771180020583855
backbone.layers.11.mixer.conv1d.weight,Hybrid,50.0,8192,2.9270557649433613,mixer.conv1d.weight,0.00035730661193156266
backbone.layers.11.mixer.conv1d.bias,Magnitude,0.1,4,2.8635073651870093,mixer.conv1d.bias,0.7158768412967523
backbone.layers.11.mixer.conv1d.bias,Magnitude,1.0,40,2.892794791609049,mixer.conv1d.bias,0.07231986979022623
backbone.layers.11.mixer.conv1d.bias,Magnitude,5.0,204,2.917118522028128,mixer.conv1d.bias,0.014299600598177099
backbone.layers.11.mixer.conv1d.bias,Magnitude,10.0,409,2.9651624585191407,mixer.conv1d.bias,0.0072497859621494885
backbone.layers.11.mixer.conv1d.bias,Magnitude,50.0,2048,3.118796519935131,mixer.conv1d.bias,0.0015228498632495757
backbone.layers.11.mixer.conv1d.bias,Gradient,0.1,4,2.8789908116062484,mixer.conv1d.bias,0.7197477029015621
backbone.layers.11.mixer.conv1d.bias,Gradient,1.0,40,2.8819012778500714,mixer.conv1d.bias,0.07204753194625178
backbone.layers.11.mixer.conv1d.bias,Gradient,5.0,204,2.8899563948313394,mixer.conv1d.bias,0.014166452915839898
backbone.layers.11.mixer.conv1d.bias,Gradient,10.0,409,2.8947312869131565,mixer.conv1d.bias,0.007077582608589625
backbone.layers.11.mixer.conv1d.bias,Gradient,50.0,2048,2.9042864528795085,mixer.conv1d.bias,0.0014181086195700725
backbone.layers.11.mixer.conv1d.bias,Hybrid,0.1,4,2.8615940312544503,mixer.conv1d.bias,0.7153985078136126
backbone.layers.11.mixer.conv1d.bias,Hybrid,1.0,40,2.8934819822510085,mixer.conv1d.bias,0.07233704955627521
backbone.layers.11.mixer.conv1d.bias,Hybrid,5.0,204,2.9208708529671035,mixer.conv1d.bias,0.014317994377289723
backbone.layers.11.mixer.conv1d.bias,Hybrid,10.0,409,2.9636707020302615,mixer.conv1d.bias,0.00724613863577081
backbone.layers.11.mixer.conv1d.bias,Hybrid,50.0,2048,3.1075304994980493,mixer.conv1d.bias,0.0015173488767080319
backbone.layers.11.mixer.in_proj.weight,Magnitude,0.001,167,2.878096063931783,mixer.in_proj.weight,0.017234108167256186
backbone.layers.11.mixer.in_proj.weight,Magnitude,0.01,1677,2.880335420370102,mixer.in_proj.weight,0.001717552427173585
backbone.layers.11.mixer.in_proj.weight,Magnitude,0.1,16777,2.8710694561402,mixer.in_proj.weight,0.0001711312783060261
backbone.layers.11.mixer.in_proj.weight,Magnitude,1.0,167772,2.8720273971557617,mixer.in_proj.weight,1.711863360486709e-05
backbone.layers.11.mixer.in_proj.weight,Magnitude,5.0,838860,2.8820306124786534,mixer.in_proj.weight,3.4356514942644225e-06
backbone.layers.11.mixer.in_proj.weight,Magnitude,10.0,1677721,2.8978954578439393,mixer.in_proj.weight,1.7272809113338507e-06
backbone.layers.11.mixer.in_proj.weight,Magnitude,50.0,8388608,2.935923704256614,mixer.in_proj.weight,3.49989378959729e-07
backbone.layers.11.mixer.in_proj.weight,Gradient,0.001,167,2.8829872707525888,mixer.in_proj.weight,0.017263396830853824
backbone.layers.11.mixer.in_proj.weight,Gradient,0.01,1677,2.888951229552428,mixer.in_proj.weight,0.0017226900593634035
backbone.layers.11.mixer.in_proj.weight,Gradient,0.1,16777,2.9080228321254253,mixer.in_proj.weight,0.0001733338995127511
backbone.layers.11.mixer.in_proj.weight,Gradient,1.0,167772,2.8974801128109298,mixer.in_proj.weight,1.7270343757068698e-05
backbone.layers.11.mixer.in_proj.weight,Gradient,5.0,838860,2.9401846453547478,mixer.in_proj.weight,3.5049765698146864e-06
backbone.layers.11.mixer.in_proj.weight,Gradient,10.0,1677721,2.9398372309903302,mixer.in_proj.weight,1.752280165170687e-06
